transaction_id,user_id,subscription_plan,payment_amount,payment_status
TXN-00122,USR-143,premium,19.61,failed
TXN-00123,USR-116,family,30.02,pending
TXN-00124,USR-122,family,30.11,pending
TXN-00125,USR-110,family,29.79,failed
TXN-00126,USR-144,premium,19.99,refunded
TXN-00127,USR-117,basic,4.7700000000000005,success
TXN-00128,USR-131,standard,9.63,refunded
TXN-00129,USR-101,premium,20.02,pending
TXN-00130,USR-117,family,30.459999999999997,failed
TXN-00131,USR-141,premium,19.7,failed
TXN-00132,USR-122,premium,19.619999999999997,refunded
TXN-00133,USR-103,basic,5.3,refunded
TXN-00134,USR-137,basic,4.7,success
TXN-00135,USR-146,premium,19.5,refunded
TXN-00136,USR-121,premium,20.419999999999998,refunded
TXN-00137,USR-137,standard,9.8,pending
TXN-00138,USR-107,standard,9.870000000000001,pending
TXN-00139,USR-116,standard,9.870000000000001,failed
TXN-00140,USR-110,premium,19.509999999999998,pending
TXN-00141,USR-106,basic,4.76,refunded
TXN-00142,USR-144,basic,5.390000000000001,pending
TXN-00143,USR-107,family,29.849999999999998,pending
TXN-00144,USR-107,standard,9.53,success
TXN-00145,USR-106,family,30.419999999999998,failed
TXN-00146,USR-137,basic,4.57,failed
TXN-00147,USR-104,basic,5.42,pending
TXN-00148,USR-103,basic,5.3500000000000005,refunded
TXN-00149,USR-131,premium,20.04,success
TXN-00150,USR-147,standard,10.0,failed
TXN-00151,USR-134,family,29.65,success
TXN-00152,USR-114,basic,4.8100000000000005,failed
TXN-00153,USR-114,standard,9.67,pending
TXN-00154,USR-112,premium,19.99,refunded
TXN-00155,USR-124,family,30.41,refunded
TXN-00156,USR-134,premium,20.0,failed
TXN-00157,USR-123,basic,5.12,failed
TXN-00158,USR-115,premium,19.979999999999997,success
TXN-00159,USR-141,family,30.33,refunded
TXN-00160,USR-144,basic,4.57,success
TXN-00161,USR-103,basic,5.26,success
TXN-00162,USR-109,family,30.09,success
TXN-00163,USR-110,family,30.45,refunded
TXN-00164,USR-111,basic,4.74,pending
TXN-00165,USR-132,basic,5.49,success
TXN-00166,USR-110,basic,5.0600000000000005,success
TXN-00167,USR-101,basic,5.49,refunded
TXN-00168,USR-139,standard,10.3,refunded
TXN-00169,USR-122,basic,5.13,failed
TXN-00170,USR-148,basic,5.180000000000001,refunded
TXN-00171,USR-117,standard,10.34,refunded
TXN-00172,USR-103,standard,9.93,failed
TXN-00173,USR-147,standard,10.01,failed
TXN-00174,USR-103,standard,9.67,pending
TXN-00175,USR-109,basic,4.86,refunded
TXN-00176,USR-110,standard,9.620000000000001,success
TXN-00177,USR-134,family,29.669999999999998,success
TXN-00178,USR-128,standard,10.120000000000001,failed
TXN-00179,USR-136,standard,9.65,pending
TXN-00180,USR-109,standard,9.68,failed
TXN-00181,USR-102,standard,10.25,success
TXN-00182,USR-133,family,29.58,refunded
TXN-00183,USR-120,premium,19.99,failed
TXN-00184,USR-146,standard,9.51,success
TXN-00185,USR-120,family,29.59,pending
TXN-00186,USR-112,premium,19.889999999999997,pending
TXN-00187,USR-147,basic,5.0600000000000005,pending
TXN-00188,USR-137,standard,9.61,failed
TXN-00189,USR-140,basic,5.0600000000000005,success
TXN-00190,USR-138,family,30.259999999999998,success
TXN-00191,USR-127,family,29.83,failed
TXN-00192,USR-128,basic,5.44,success
TXN-00193,USR-109,standard,10.120000000000001,refunded
TXN-00194,USR-107,basic,4.62,success
TXN-00195,USR-118,basic,5.13,success
TXN-00196,USR-112,premium,19.709999999999997,refunded
TXN-00197,USR-143,premium,20.38,failed
TXN-00198,USR-131,premium,20.27,failed
TXN-00199,USR-143,standard,9.67,success
TXN-00200,USR-126,family,30.11,success
TXN-00201,USR-121,basic,4.8100000000000005,success
TXN-00202,USR-129,standard,9.8,pending
TXN-00203,USR-125,standard,9.5,pending
TXN-00204,USR-142,family,30.27,failed
TXN-00205,USR-143,family,30.04,failed
TXN-00206,USR-124,premium,19.979999999999997,failed
TXN-00207,USR-143,standard,9.77,failed
TXN-00208,USR-118,basic,4.92,refunded
TXN-00209,USR-137,premium,20.369999999999997,success
TXN-00210,USR-141,basic,5.12,pending
TXN-00211,USR-133,family,29.81,refunded
TXN-00212,USR-141,standard,9.59,failed
TXN-00213,USR-139,premium,20.41,failed
TXN-00214,USR-109,premium,20.419999999999998,refunded
TXN-00215,USR-130,basic,4.88,failed
TXN-00216,USR-140,premium,19.81,failed
TXN-00217,USR-128,basic,4.79,success
TXN-00218,USR-116,family,29.54,failed
TXN-00219,USR-104,family,30.389999999999997,success
TXN-00220,USR-139,premium,19.849999999999998,refunded
TXN-00221,USR-136,premium,20.259999999999998,refunded
TXN-00222,USR-128,family,29.59,failed
TXN-00223,USR-101,family,29.77,refunded
TXN-00224,USR-101,family,30.029999999999998,pending
TXN-00225,USR-110,premium,20.45,failed
TXN-00226,USR-120,premium,19.729999999999997,success
TXN-00227,USR-136,premium,19.86,refunded
TXN-00228,USR-108,family,29.729999999999997,refunded
TXN-00229,USR-129,basic,5.08,success
TXN-00230,USR-140,standard,10.24,success
TXN-00231,USR-137,family,29.729999999999997,refunded
TXN-00232,USR-107,basic,5.4,success
TXN-00233,USR-121,premium,19.75,refunded
TXN-00234,USR-111,standard,9.61,failed
TXN-00235,USR-117,family,30.04,refunded
TXN-00236,USR-125,premium,19.75,refunded
TXN-00237,USR-143,standard,10.36,refunded
TXN-00238,USR-145,basic,5.08,pending
TXN-00239,USR-144,standard,10.14,refunded
TXN-00240,USR-129,basic,4.720000000000001,success
TXN-00241,USR-141,family,30.41,failed
TXN-00242,USR-129,family,29.61,failed
TXN-00243,USR-115,basic,4.5,failed
TXN-00244,USR-107,basic,5.33,pending
TXN-00245,USR-135,family,30.09,failed
TXN-00246,USR-147,standard,10.06,failed
TXN-00247,USR-115,family,30.389999999999997,failed
TXN-00248,USR-110,basic,4.66,pending
TXN-00249,USR-131,basic,5.34,failed
TXN-00250,USR-109,premium,19.81,refunded
TXN-00251,USR-144,standard,10.35,pending
TXN-00252,USR-108,standard,9.74,refunded
TXN-00253,USR-117,family,29.569999999999997,success
TXN-00254,USR-126,basic,5.37,pending
TXN-00255,USR-115,family,29.939999999999998,success
TXN-00256,USR-125,premium,19.93,success
TXN-00257,USR-101,standard,9.69,refunded
TXN-00258,USR-119,family,29.529999999999998,refunded
TXN-00259,USR-124,basic,4.58,refunded
TXN-00260,USR-113,family,29.869999999999997,success
TXN-00261,USR-123,family,29.529999999999998,failed
TXN-00262,USR-135,family,30.22,refunded
TXN-00263,USR-122,basic,4.95,failed
TXN-00264,USR-146,basic,4.8,pending
TXN-00265,USR-143,premium,19.509999999999998,failed
TXN-00266,USR-121,premium,19.99,refunded
TXN-00267,USR-103,premium,20.369999999999997,success
TXN-00268,USR-106,premium,20.09,pending
TXN-00269,USR-123,standard,10.24,success
TXN-00270,USR-120,premium,19.49,pending
TXN-00271,USR-147,basic,5.3500000000000005,refunded
TXN-00272,USR-137,premium,19.91,refunded
TXN-00273,USR-126,family,29.889999999999997,success
TXN-00274,USR-125,family,30.389999999999997,success
TXN-00275,USR-145,standard,9.66,success
TXN-00276,USR-109,family,29.54,success
TXN-00277,USR-120,basic,4.61,success
TXN-00278,USR-113,basic,5.16,failed
TXN-00279,USR-116,family,30.229999999999997,refunded
TXN-00280,USR-118,standard,9.9,failed
TXN-00281,USR-125,standard,10.21,refunded
TXN-00282,USR-112,standard,9.700000000000001,refunded
TXN-00283,USR-142,family,30.259999999999998,refunded
TXN-00284,USR-121,basic,4.62,failed
TXN-00285,USR-113,basic,5.2,failed
TXN-00286,USR-101,premium,20.209999999999997,pending
TXN-00287,USR-134,basic,5.09,failed
TXN-00288,USR-121,basic,5.24,success
TXN-00289,USR-116,premium,19.52,refunded
TXN-00290,USR-117,standard,9.68,success
TXN-00291,USR-118,standard,9.6,pending
TXN-00292,USR-123,standard,10.370000000000001,pending
TXN-00293,USR-103,premium,19.74,success
TXN-00294,USR-138,basic,4.62,success
TXN-00295,USR-117,basic,4.91,failed
TXN-00296,USR-132,family,29.509999999999998,refunded
TXN-00297,USR-128,family,29.689999999999998,refunded
TXN-00298,USR-106,basic,5.04,refunded
TXN-00299,USR-103,basic,5.37,failed
TXN-00300,USR-117,family,30.31,pending
TXN-00301,USR-129,family,30.15,refunded
TXN-00302,USR-138,premium,20.349999999999998,failed
TXN-00303,USR-139,basic,4.82,failed
TXN-00304,USR-105,family,30.009999999999998,failed
TXN-00305,USR-117,family,30.29,refunded
TXN-00306,USR-144,standard,10.15,success
TXN-00307,USR-110,standard,9.64,pending
TXN-00308,USR-105,basic,5.1000000000000005,failed
TXN-00309,USR-122,standard,9.82,pending
TXN-00310,USR-138,basic,5.12,success
TXN-00311,USR-139,basic,4.5,pending
TXN-00312,USR-119,family,30.389999999999997,success
TXN-00313,USR-134,family,30.209999999999997,success
TXN-00314,USR-119,basic,4.8500000000000005,pending
TXN-00315,USR-109,family,29.74,success
TXN-00316,USR-102,premium,19.86,refunded
TXN-00317,USR-112,standard,9.86,refunded
TXN-00318,USR-107,basic,4.890000000000001,failed
TXN-00319,USR-141,basic,4.86,pending
TXN-00320,USR-105,family,29.59,failed
TXN-00321,USR-144,premium,20.38,failed
TXN-00322,USR-146,standard,10.42,success
TXN-00323,USR-118,standard,10.19,refunded
TXN-00324,USR-145,basic,4.55,failed
TXN-00325,USR-124,premium,19.729999999999997,refunded
TXN-00326,USR-104,family,30.43,failed
TXN-00327,USR-102,family,30.31,failed
TXN-00328,USR-139,premium,19.799999999999997,refunded
TXN-00329,USR-101,premium,20.45,pending
TXN-00330,USR-148,standard,10.35,success
TXN-00331,USR-146,family,30.33,success
TXN-00332,USR-121,standard,10.3,pending
TXN-00333,USR-106,premium,20.34,failed
TXN-00334,USR-124,basic,4.74,refunded
TXN-00335,USR-117,basic,5.470000000000001,pending
TXN-00336,USR-109,standard,9.63,pending
TXN-00337,USR-146,family,30.279999999999998,pending
TXN-00338,USR-110,family,30.24,pending
TXN-00339,USR-125,standard,10.26,pending
TXN-00340,USR-130,family,29.509999999999998,success
TXN-00341,USR-147,basic,5.0,refunded
TXN-00342,USR-126,family,29.68,refunded
TXN-00343,USR-120,family,29.61,success
TXN-00344,USR-108,basic,4.7700000000000005,pending
TXN-00345,USR-122,standard,9.83,failed
TXN-00346,USR-148,premium,19.77,refunded
TXN-00347,USR-143,premium,20.0,pending
TXN-00348,USR-145,standard,10.27,failed
TXN-00349,USR-103,standard,10.47,failed
TXN-00350,USR-125,basic,5.2,success
TXN-00351,USR-114,premium,20.45,failed
TXN-00352,USR-146,family,30.41,failed
TXN-00353,USR-103,premium,20.189999999999998,refunded
TXN-00354,USR-138,basic,4.88,refunded
TXN-00355,USR-108,basic,4.8,failed
TXN-00356,USR-128,family,29.7,refunded
TXN-00357,USR-104,standard,10.26,failed
TXN-00358,USR-131,family,29.91,failed
TXN-00359,USR-106,standard,10.43,refunded
TXN-00360,USR-112,basic,4.930000000000001,refunded
TXN-00361,USR-109,standard,9.69,failed
TXN-00362,USR-118,standard,10.3,pending
TXN-00363,USR-112,basic,5.3,refunded
TXN-00364,USR-142,standard,9.92,failed
TXN-00365,USR-146,basic,5.24,success
TXN-00366,USR-141,basic,5.33,pending
TXN-00367,USR-143,standard,10.16,failed
TXN-00368,USR-115,premium,20.02,failed
TXN-00369,USR-126,basic,5.12,failed
TXN-00370,USR-108,standard,10.09,success
TXN-00371,USR-130,premium,19.54,refunded
TXN-00372,USR-147,basic,4.75,failed
TXN-00373,USR-111,basic,5.1000000000000005,success
TXN-00374,USR-133,standard,9.76,failed
TXN-00375,USR-132,standard,10.05,failed
TXN-00376,USR-102,standard,10.44,failed
TXN-00377,USR-134,standard,9.97,success
TXN-00378,USR-130,standard,9.5,failed
TXN-00379,USR-113,family,29.639999999999997,refunded
TXN-00380,USR-147,family,30.069999999999997,success
TXN-00381,USR-113,basic,5.430000000000001,pending
TXN-00382,USR-104,standard,10.32,pending
TXN-00383,USR-108,standard,10.13,failed
TXN-00384,USR-136,family,30.22,success
TXN-00385,USR-107,premium,20.209999999999997,success
TXN-00386,USR-105,basic,5.12,failed
TXN-00387,USR-147,basic,5.11,success
TXN-00388,USR-106,basic,4.720000000000001,failed
TXN-00389,USR-106,family,30.369999999999997,failed
TXN-00390,USR-142,basic,4.55,refunded
TXN-00391,USR-121,family,30.16,refunded
TXN-00392,USR-131,family,29.88,refunded
TXN-00393,USR-120,family,29.91,success
TXN-00394,USR-110,basic,5.17,failed
TXN-00395,USR-127,premium,20.319999999999997,failed
TXN-00396,USR-117,premium,20.439999999999998,refunded
TXN-00397,USR-144,family,30.15,pending
TXN-00398,USR-141,premium,19.84,refunded
TXN-00399,USR-122,family,30.34,failed
TXN-00400,USR-128,premium,19.709999999999997,pending
TXN-00401,USR-126,family,29.7,failed
TXN-00402,USR-114,family,30.029999999999998,failed
TXN-00403,USR-141,basic,5.32,failed
TXN-00404,USR-106,premium,19.759999999999998,failed
TXN-00405,USR-122,family,29.599999999999998,pending
TXN-00406,USR-103,family,29.68,pending
TXN-00407,USR-132,premium,20.049999999999997,success
TXN-00408,USR-128,family,30.169999999999998,refunded
TXN-00409,USR-106,family,29.869999999999997,failed
TXN-00410,USR-145,family,29.93,refunded
TXN-00411,USR-112,premium,19.65,success
TXN-00412,USR-144,premium,19.599999999999998,pending
TXN-00413,USR-134,premium,20.41,success
TXN-00414,USR-120,family,29.79,refunded
TXN-00415,USR-112,premium,19.869999999999997,failed
TXN-00416,USR-109,standard,9.68,failed
TXN-00417,USR-135,premium,20.459999999999997,pending
TXN-00418,USR-147,basic,5.0600000000000005,success
TXN-00419,USR-134,standard,10.08,failed
TXN-00420,USR-132,premium,19.509999999999998,failed
TXN-00421,USR-124,premium,20.009999999999998,refunded
TXN-00422,USR-139,standard,9.72,failed
TXN-00423,USR-106,premium,19.61,pending
TXN-00424,USR-107,standard,9.64,failed
TXN-00425,USR-111,family,29.56,pending
TXN-00426,USR-122,premium,20.349999999999998,pending
TXN-00427,USR-129,standard,10.38,refunded
TXN-00428,USR-106,premium,20.15,pending
TXN-00429,USR-111,basic,4.73,refunded
TXN-00430,USR-130,standard,10.01,pending
TXN-00431,USR-134,standard,10.450000000000001,failed
TXN-00432,USR-109,family,30.29,success
TXN-00433,USR-104,basic,5.24,success
TXN-00434,USR-130,basic,5.36,failed
TXN-00435,USR-138,basic,4.680000000000001,failed
TXN-00436,USR-114,basic,4.640000000000001,pending
TXN-00437,USR-113,premium,19.54,success
TXN-00438,USR-108,standard,9.64,success
TXN-00439,USR-122,family,29.549999999999997,pending
TXN-00440,USR-109,premium,19.959999999999997,failed
TXN-00441,USR-135,standard,9.620000000000001,failed
TXN-00442,USR-136,family,30.459999999999997,refunded
TXN-00443,USR-146,premium,19.639999999999997,failed
TXN-00444,USR-114,family,30.11,success
TXN-00445,USR-139,family,29.5,pending
TXN-00446,USR-118,standard,9.57,success
TXN-00447,USR-147,family,29.99,failed
TXN-00448,USR-109,family,30.27,success
TXN-00449,USR-131,standard,10.15,failed
TXN-00450,USR-129,family,29.959999999999997,failed
TXN-00451,USR-110,family,29.689999999999998,success
TXN-00452,USR-117,standard,9.81,failed
TXN-00453,USR-109,standard,9.51,pending
TXN-00454,USR-120,standard,9.69,refunded
TXN-00455,USR-114,premium,20.169999999999998,failed
TXN-00456,USR-109,basic,4.8100000000000005,refunded
TXN-00457,USR-126,family,30.22,success
TXN-00458,USR-115,basic,4.98,refunded
TXN-00459,USR-118,family,29.91,success
TXN-00460,USR-128,standard,10.08,refunded
TXN-00461,USR-126,standard,10.43,refunded
TXN-00462,USR-116,standard,9.9,refunded
TXN-00463,USR-141,family,29.889999999999997,pending
TXN-00464,USR-135,standard,10.11,pending
TXN-00465,USR-105,premium,20.47,refunded
TXN-00466,USR-139,basic,5.21,success
TXN-00467,USR-123,basic,4.99,failed
TXN-00468,USR-113,standard,9.870000000000001,success
TXN-00469,USR-102,standard,9.89,pending
TXN-00470,USR-132,standard,10.15,refunded
TXN-00471,USR-143,basic,4.75,pending
TXN-00472,USR-122,standard,9.98,refunded
TXN-00473,USR-107,standard,10.33,refunded
TXN-00474,USR-117,premium,20.09,success
TXN-00475,USR-147,family,30.15,success
TXN-00476,USR-111,standard,9.6,pending
TXN-00477,USR-117,standard,9.72,success
TXN-00478,USR-114,family,30.22,failed
TXN-00479,USR-148,family,29.83,refunded
TXN-00480,USR-148,basic,4.65,refunded
TXN-00481,USR-126,family,30.049999999999997,refunded
TXN-00482,USR-130,premium,19.819999999999997,refunded
TXN-00483,USR-104,basic,4.49,pending
TXN-00484,USR-107,premium,20.36,refunded
TXN-00485,USR-117,standard,10.08,refunded
TXN-00486,USR-123,premium,20.099999999999998,failed
TXN-00487,USR-147,standard,9.58,pending
TXN-00488,USR-136,premium,20.16,failed
TXN-00489,USR-102,basic,4.8,failed
TXN-00490,USR-141,premium,19.619999999999997,refunded
TXN-00491,USR-142,standard,10.41,pending
TXN-00492,USR-122,premium,19.56,success
TXN-00493,USR-107,basic,4.88,pending
TXN-00494,USR-133,basic,4.6000000000000005,failed
TXN-00495,USR-120,family,29.84,failed
TXN-00496,USR-148,premium,19.759999999999998,refunded
TXN-00497,USR-119,premium,20.389999999999997,success
TXN-00498,USR-141,premium,20.43,failed
TXN-00499,USR-134,standard,10.08,refunded
TXN-00500,USR-106,family,29.5,refunded
TXN-00501,USR-121,family,29.88,refunded
TXN-00502,USR-109,family,29.79,pending
TXN-00503,USR-108,premium,20.049999999999997,failed
TXN-00504,USR-140,premium,19.5,failed
TXN-00505,USR-131,premium,19.639999999999997,success
TXN-00506,USR-122,basic,4.640000000000001,pending
TXN-00507,USR-132,standard,10.44,pending
TXN-00508,USR-123,family,29.889999999999997,success
TXN-00509,USR-127,premium,20.09,pending
TXN-00510,USR-101,basic,5.180000000000001,failed
TXN-00511,USR-129,family,29.639999999999997,pending
TXN-00512,USR-148,family,30.229999999999997,pending
TXN-00513,USR-124,premium,20.33,refunded
TXN-00514,USR-129,family,30.029999999999998,pending
TXN-00515,USR-120,premium,20.229999999999997,failed
TXN-00516,USR-117,standard,10.21,pending
TXN-00517,USR-138,premium,20.349999999999998,refunded
TXN-00518,USR-101,premium,20.16,success
TXN-00519,USR-126,family,29.86,success
TXN-00520,USR-129,premium,20.04,success
TXN-00521,USR-109,standard,9.77,refunded
TXN-00522,USR-111,basic,4.91,refunded
TXN-00523,USR-111,premium,19.889999999999997,failed
TXN-00524,USR-133,premium,19.66,failed
TXN-00525,USR-113,standard,10.47,success
TXN-00526,USR-142,standard,10.22,failed
TXN-00527,USR-106,standard,10.07,success
TXN-00528,USR-138,family,29.81,failed
TXN-00529,USR-107,basic,4.7700000000000005,success
TXN-00530,USR-127,premium,19.889999999999997,refunded
TXN-00531,USR-104,standard,10.15,pending
TXN-00532,USR-124,standard,9.58,pending
TXN-00533,USR-111,premium,20.069999999999997,failed
TXN-00534,USR-119,standard,9.81,pending
TXN-00535,USR-121,basic,5.11,success
TXN-00536,USR-120,premium,20.069999999999997,success
TXN-00537,USR-141,family,30.38,success
TXN-00538,USR-134,premium,19.729999999999997,pending
TXN-00539,USR-147,basic,5.470000000000001,pending
TXN-00540,USR-109,basic,5.03,pending
TXN-00541,USR-112,premium,19.9,success
TXN-00542,USR-122,family,30.009999999999998,refunded
TXN-00543,USR-117,family,29.709999999999997,pending
TXN-00544,USR-128,family,29.97,failed
TXN-00545,USR-130,basic,5.2700000000000005,refunded
TXN-00546,USR-134,family,29.669999999999998,refunded
TXN-00547,USR-138,premium,19.549999999999997,refunded
TXN-00548,USR-106,standard,9.89,pending
TXN-00549,USR-112,family,30.04,refunded
TXN-00550,USR-135,premium,20.43,success
TXN-00551,USR-106,basic,5.03,success
TXN-00552,USR-130,family,29.639999999999997,pending
TXN-00553,USR-134,premium,20.4,failed
TXN-00554,USR-119,premium,20.279999999999998,success
TXN-00555,USR-106,standard,10.38,success
TXN-00556,USR-101,premium,20.0,refunded
TXN-00557,USR-144,standard,9.8,refunded
TXN-00558,USR-123,family,30.11,refunded
TXN-00559,USR-137,standard,10.05,refunded
TXN-00560,USR-103,family,30.15,success
TXN-00561,USR-112,standard,9.540000000000001,pending
TXN-00562,USR-127,basic,4.63,failed
TXN-00563,USR-138,family,29.54,refunded
TXN-00564,USR-127,standard,9.94,pending
TXN-00565,USR-113,premium,20.18,pending
TXN-00566,USR-111,family,29.979999999999997,refunded
TXN-00567,USR-107,standard,10.26,pending
TXN-00568,USR-117,premium,20.18,refunded
TXN-00569,USR-108,standard,9.57,pending
TXN-00570,USR-143,basic,4.59,refunded
TXN-00571,USR-112,family,29.549999999999997,pending
TXN-00572,USR-137,standard,10.290000000000001,failed
TXN-00573,USR-117,family,29.75,success
TXN-00574,USR-128,premium,19.509999999999998,failed
TXN-00575,USR-141,basic,4.680000000000001,refunded
TXN-00576,USR-147,premium,19.91,failed
TXN-00577,USR-148,family,30.209999999999997,failed
TXN-00578,USR-142,family,30.02,success
TXN-00579,USR-133,standard,10.42,refunded
TXN-00580,USR-135,basic,5.13,failed
TXN-00581,USR-128,premium,20.0,failed
TXN-00582,USR-148,standard,9.61,failed
TXN-00583,USR-136,premium,20.4,refunded
TXN-00584,USR-119,family,29.669999999999998,success
TXN-00585,USR-122,family,30.25,pending
TXN-00586,USR-127,standard,9.61,success
TXN-00587,USR-105,basic,5.24,failed
TXN-00588,USR-105,basic,4.86,refunded
TXN-00589,USR-148,basic,5.2,pending
TXN-00590,USR-127,premium,19.59,failed
TXN-00591,USR-130,family,29.58,failed
TXN-00592,USR-104,family,29.58,success
TXN-00593,USR-128,standard,10.21,pending
TXN-00594,USR-140,basic,4.5200000000000005,refunded
TXN-00595,USR-127,standard,9.98,refunded
TXN-00596,USR-117,standard,10.21,refunded
TXN-00597,USR-129,standard,10.48,pending
TXN-00598,USR-148,family,29.619999999999997,refunded
TXN-00599,USR-127,premium,20.259999999999998,pending
TXN-00600,USR-141,premium,19.759999999999998,failed
TXN-00601,USR-146,premium,19.799999999999997,success
TXN-00602,USR-110,family,29.88,pending
TXN-00603,USR-117,premium,20.11,pending
TXN-00604,USR-115,basic,4.71,pending
